"gene_ensembl_ID" "baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "gene" "DE"
"ENSMUSG00000024081" 121.053344470755 -5.06183140928605 1.70672494501523 -2.96581556628088 0.00301881465537314 0.0113940369867749 "Cebpz" TRUE
"ENSMUSG00000029204" 367.973478709126 -5.55669713523482 1.87403779320042 -2.96509342308689 0.00302591023559004 0.0114164590377128 "Rhoh" TRUE
"ENSMUSG00000038402" 28.0403644134458 -7.52248890710186 2.53722990753968 -2.9648432271541 0.00302837213809057 0.0114178815270378 "Foxf2" TRUE
"ENSMUSG00000003226" 297.822044037521 -4.9677904299294 1.67557890702649 -2.96482034304509 0.0030285974065648 0.0114178815270378 "Ranbp2" TRUE
"ENSMUSG00000024513" 68.7349033817116 -6.12729523821211 2.06784689565786 -2.96312809767417 0.00304529808819435 0.01147646648944 "Mbd2" TRUE
"ENSMUSG00000027263" 195.624772395549 -5.61487449772135 1.89532500751473 -2.96248636801555 0.00305165321942133 0.0114960335647789 "Tubgcp4" TRUE
"ENSMUSG00000033054" 131.261235595189 -5.96134752227957 2.01261320512707 -2.96199364442865 0.00305654093063726 0.0115100598473712 "Npat" TRUE
"ENSMUSG00000055660" 66.0550956004142 -6.34796334539496 2.14374877715017 -2.96115077151612 0.0030649186028443 0.011537212638658 "Mettl4" TRUE
"ENSMUSG00000024570" 312.037055379375 3.9855092941696 1.34646848125201 2.95997221595836 0.00307666788072443 0.0115770315953411 "Rbfa" TRUE
"ENSMUSG00000004383" 43.2263590052312 -6.67907113822564 2.25708297873192 -2.95916065167356 0.0030847824061918 0.0116026518218461 "Large1" TRUE
"ENSMUSG00000058318" 66.6106133931581 -6.1468502197774 2.07730065378064 -2.95905660482525 0.00308582414159165 0.0116026518218461 "Phf21a" TRUE
"ENSMUSG00000026648" 190.427194319542 -6.10761925495169 2.06438328259949 -2.95856845307375 0.00309071588740739 0.0116122107742387 "Dclre1c" TRUE
"ENSMUSG00000026201" 107.203094505818 -4.90123950747374 1.65658769242271 -2.95863571236958 0.00309004146541076 0.0116122107742387 "Stk16" TRUE
"ENSMUSG00000068394" 146.549013979143 -6.32225653139033 2.13724082210759 -2.95813951614296 0.00309502007949248 0.0116239640903431 "Cep152" TRUE
"ENSMUSG00000079184" 78.3407822404309 -5.14319069279309 1.73956879345598 -2.95658942155153 0.00311062019559725 0.0116781164578347 "Mphosph8" TRUE
"ENSMUSG00000044700" 103.727532188924 -6.64811933289447 2.24909441585778 -2.95590940336711 0.0031174864794896 0.0116994509680162 "Tmem201" TRUE
"ENSMUSG00000028648" 355.985291519091 -4.37709564083923 1.48115947106236 -2.95518188713316 0.00312484765842143 0.011722625845729 "Ndufs5" TRUE
"ENSMUSG00000025326" 428.056535090287 -5.10006948507587 1.72590345343801 -2.95501435779418 0.00312654500245092 0.0117245437591909 "Ube3a" TRUE
"ENSMUSG00000027429" 247.208091689268 -5.31755425743544 1.79974654181524 -2.9546128490249 0.00313061635944747 0.0117353593906478 "Sec23b" TRUE
"ENSMUSG00000033060" 34.0670089578328 -6.56364744424899 2.22215032426539 -2.9537369153542 0.00313951523251235 0.0117642562825567 "Lmo7" TRUE
"ENSMUSG00000021963" 77.7578377454526 -4.33478781498936 1.46820716209461 -2.95243609137907 0.00315277324934211 0.011809459480768 "Sap18" TRUE
"ENSMUSG00000022463" 257.771841041157 4.66377019938638 1.58017640812966 2.95142376217764 0.00316312621406389 0.0118437509947051 "Srebf2" TRUE
"ENSMUSG00000002825" 29.6702753701384 -6.03919472256499 2.04709148710829 -2.95013425662568 0.00317635870091403 0.0118887943046328 "Qtrt1" TRUE
"ENSMUSG00000058325" 132.536852473741 -4.58231135064202 1.55348153342001 -2.94970442329882 0.00318078071015458 0.0119008392580916 "Dock1" TRUE
"ENSMUSG00000006219" 24.9420691887309 -5.99849799977867 2.03406998260702 -2.94901259596316 0.0031879098272788 0.0119139843639512 "Fblim1" TRUE
"ENSMUSG00000092558" 75.9515318160335 -5.66132529458201 1.91963088836394 -2.94917389009458 0.0031862464288113 0.0119139843639512 "Med20" TRUE
"ENSMUSG00000009079" 1170.67546457646 4.3781355891308 1.4846030018159 2.9490278436563 0.0031877525465925 0.0119139843639512 "Ewsr1" TRUE
"ENSMUSG00000034157" 32.117851882131 -6.41351159046439 2.17543079721058 -2.94815702650162 0.00319674640769998 0.011942493665954 "Cipc" TRUE
"ENSMUSG00000059743" 73.3752903040946 -6.51552609439658 2.21020454857007 -2.94792900440454 0.00319910525341316 0.0119467908689041 "Fdps" TRUE
"ENSMUSG00000037613" 34.2023359766074 -6.91297948591537 2.34540762827526 -2.94745331369071 0.00320403129143111 0.011960668170618 "Tnfrsf23" TRUE
"ENSMUSG00000023277" 290.662288211254 -5.97348897624771 2.02725790463624 -2.94658561329895 0.00321303461247025 0.0119852253374598 "Twf2" TRUE
"ENSMUSG00000027502" 372.694475178633 -4.92058828510083 1.66990641115037 -2.94662518345032 0.00321262352857405 0.0119852253374598 "Rtf2" TRUE
"ENSMUSG00000090164" 122.751072069777 -6.19422916608262 2.10320415695893 -2.94513927503786 0.00322809317624304 0.012027780266552 "BC035044" TRUE
"ENSMUSG00000004661" 181.625897713625 -5.46745491874538 1.8563603432679 -2.94525518096373 0.00322688405460871 0.012027780266552 "Arid3b" TRUE
"ENSMUSG00000021585" 387.428901705452 -4.65666640514011 1.58103663471032 -2.94532479697621 0.00322615802414602 0.012027780266552 "Cast" TRUE
"ENSMUSG00000037318" 151.315705717067 -6.03296023447302 2.04871560583321 -2.94475241819589 0.00323213182585905 0.012038290542056 "Traf3ip3" TRUE
"ENSMUSG00000032103" 70.7894423617298 -5.51218849636485 1.87229885842788 -2.94407512537464 0.00323921361281884 0.0120601229991391 "Pus3" TRUE
"ENSMUSG00000038170" 139.000220201984 -5.05111806458929 1.71629283336968 -2.94303976942686 0.00325006664304044 0.0120959746861652 "Pde4dip" TRUE
"ENSMUSG00000027273" 413.103315381492 -5.74207026517474 1.95139682605879 -2.94254361209141 0.00325527930335954 0.0121108151726417 "Snap25" TRUE
"ENSMUSG00000056019" 34.7231263174747 -7.09065233092768 2.4104258651708 -2.94165957699979 0.00326458591204001 0.0121373588117138 "Zfp709" TRUE
"ENSMUSG00000049313" 296.388134163489 -5.01703528129166 1.70552746364231 -2.94163265514195 0.00326486970969621 0.0121373588117138 "Sorl1" TRUE
"ENSMUSG00000078763" 23.8913260316931 -6.91074340457278 2.35159647821007 -2.93874543043751 0.00329543626687952 0.0122441590283129 "Slfn1" TRUE
"ENSMUSG00000024645" 45.8212776992156 -5.91405079287845 2.01248183555844 -2.93868530308367 0.00329607558668089 0.0122441590283129 "Timm21" TRUE
"ENSMUSG00000019487" 33.8427599142354 -6.59170102537194 2.24331812919368 -2.93837104046461 0.00329941890483593 0.0122519744080778 "Trip10" TRUE
"ENSMUSG00000023036" 33.5749848897805 -6.95780144912283 2.36838585923404 -2.93778204340954 0.0033056933374339 0.0122706641534112 "Pcdhgc4" TRUE
"ENSMUSG00000020246" 68.71410076294 -6.37757795151077 2.17206418472763 -2.93618300801295 0.00332278228871767 0.0123294680645549 "Hcfc2" TRUE
"ENSMUSG00000022983" 119.936828902358 -5.74076331665945 1.95547662248772 -2.93573610169584 0.00332757275833655 0.0123379807637497 "Scaf4" TRUE
"ENSMUSG00000032035" 689.314485996158 3.50337896020083 1.19331278828315 2.93584296975584 0.00332642664840337 0.0123379807637497 "Ets1" TRUE
"ENSMUSG00000025626" 39.0573187679062 -6.37953882823947 2.17320219512439 -2.93554775646373 0.00332959354830918 0.0123408444788288 "Phf6" TRUE
"ENSMUSG00000020610" 47.6656603959849 -6.05009605222655 2.06124140638457 -2.93517102532811 0.00333363891856477 0.0123512071626734 "Amz2" TRUE
"ENSMUSG00000036968" 44.7177132463963 -6.02694531971862 2.05365411138799 -2.93474216826378 0.00333824946910626 0.0123619458469922 "Cnpy4" TRUE
"ENSMUSG00000044066" 147.426205002002 -5.62858159532623 1.91796141898608 -2.93466883098293 0.00333903848370958 0.0123619458469922 "Cep68" TRUE
"ENSMUSG00000020955" 36.591965578511 -6.43318947886246 2.19235685046984 -2.93437150867286 0.00334223902878473 0.0123691624109087 "Ap4s1" TRUE
"ENSMUSG00000073889" 74.5207683702539 -5.93548975769494 2.02342233047638 -2.93339144690448 0.00335280875912341 0.0124036356975804 "Il11ra1" TRUE
"ENSMUSG00000036435" 57.3254315023487 -6.02021763999291 2.05344705820217 -2.93176179826312 0.00337045153459389 0.0124642399623871 "Exoc1" TRUE
"ENSMUSG00000058290" 44.13648761338 -6.37281264265418 2.17412454152518 -2.9312086409657 0.00337645927288017 0.0124817875513913 "Espl1" TRUE
"ENSMUSG00000039254" 23.0641344561303 -6.20647644049845 2.11752907727185 -2.93099939316757 0.00337873441488106 0.0124855288564857 "Pomt1" TRUE
"ENSMUSG00000020448" 1695.95422545587 6.303917103402 2.15105285433961 2.93061934330635 0.00338287025042535 0.012491472702822 "Rnf185" TRUE
"ENSMUSG00000031389" 145.274674879932 -5.90018025884125 2.01327131679613 -2.93064338105738 0.00338260852671938 0.012491472702822 "Arhgap4" TRUE
"ENSMUSG00000068732" 57.7332763130588 -7.26067193144122 2.47765164568737 -2.93046520243443 0.0033845489787973 0.012493004725695 "Tmem167b" TRUE
"ENSMUSG00000022723" 95.4254490879593 -5.20053801330072 1.77478999976828 -2.93022724602895 0.00338714202067048 0.0124979092476027 "Crybg3" TRUE
"ENSMUSG00000055041" 43.674320002512 -6.6306253730941 2.26314957798782 -2.92982197800175 0.00339156244294844 0.012509550279308 "Commd5" TRUE
"ENSMUSG00000001482" 50.8639226270716 -7.03377308553318 2.40103353177162 -2.9294772407211 0.00339532676541633 0.0125122421203927 "Def8" TRUE
"ENSMUSG00000028920" 45.9571731392389 -6.74114232994126 2.30119191296071 -2.92941335834442 0.00339602473991982 0.0125122421203927 "Fbxo42" TRUE
"ENSMUSG00000044763" 46.3868615571437 -6.37623101704512 2.17671433135953 -2.92929160486698 0.00339735537189014 0.0125122421203927 "Trmt10c" TRUE
"ENSMUSG00000022023" 287.758373260885 -4.794854784276 1.63685621060111 -2.92930726182428 0.0033971842319277 0.0125122421203927 "Wbp4" TRUE
"ENSMUSG00000073436" 47.2792992690001 -6.34312465486294 2.1656996693438 -2.92890318295376 0.00340160357067398 0.0125187642208853 "Eme2" TRUE
"ENSMUSG00000023883" 34.7570369649069 -6.16135617344567 2.10364306109475 -2.92889810414855 0.00340165914995426 0.0125187642208853 "Phf10" TRUE
"ENSMUSG00000001555" 20.8745946145034 -7.07563867562365 2.4165281374016 -2.92801832766235 0.00341129936111273 0.0125495698491252 "Fkbp10" TRUE
"ENSMUSG00000029571" 134.053014357004 -4.83152703981924 1.65044701126992 -2.92740512529492 0.00341803327004488 0.0125696647598191 "Tmem106b" TRUE
"ENSMUSG00000022210" 28.8820257979995 -6.75814329230368 2.30872774260353 -2.9272153522453 0.00342011972185399 0.0125726602642345 "Dhrs4" TRUE
"ENSMUSG00000026499" 103.761076123709 -6.19120525526786 2.1153477356273 -2.92680260129045 0.0034246616985923 0.0125800003309494 "Acbd3" TRUE
"ENSMUSG00000031264" 124.224070153625 -5.85073036951193 1.9990025273079 -2.92682489871148 0.00342441619401654 0.0125800003309494 "Btk" TRUE
"ENSMUSG00000029209" 40.0147763254397 -6.43930247058283 2.20023913240253 -2.92663755305156 0.00342647945180321 0.0125820019989133 "Gnpda2" TRUE
"ENSMUSG00000006585" 144.150090876659 -5.6097965765758 1.91733681272498 -2.92582739732775 0.00343541481758235 0.0126101282851101 "Cdt1" TRUE
"ENSMUSG00000063894" 48.7773018174897 -6.54155483820024 2.23673702644277 -2.92459719710712 0.00344902349790421 0.012655381320261 "Zkscan8" TRUE
"ENSMUSG00000021703" 38.8302022007446 -6.37147576222848 2.17880802003544 -2.92429424879979 0.00345238228347399 0.0126630051473619 "Serinc5" TRUE
"ENSMUSG00000040139" 24.1873833146886 -6.2587425710772 2.14089515457695 -2.92342320346554 0.00346205614910709 0.012693777831574 "9430038I01Rik" TRUE
"ENSMUSG00000017969" 19.526907328667 -6.98469101124949 2.38954588177493 -2.92302025440136 0.00346653965911008 0.0127055040898417 "Ptgis" TRUE
"ENSMUSG00000029265" 82.2964136313852 -6.35653681787371 2.17476116056466 -2.9228666269832 0.00346825042264832 0.0127070627975829 "Dr1" TRUE
"ENSMUSG00000031169" 27.2230937258559 -6.36830897453146 2.17918578646383 -2.92233411859084 0.00347418627673643 0.0127209517816735 "Porcn" TRUE
"ENSMUSG00000078670" 173.586361735564 5.56377547235881 1.90390572084844 2.92229568483014 0.00347461505417486 0.0127209517816735 "Fam174b" TRUE
"ENSMUSG00000026159" 42.6684923358367 -5.74015401764381 1.96595031624751 -2.91978590211795 0.00350271934955828 0.0128190969160991 "Agfg1" TRUE
"ENSMUSG00000010392" 53.3821422026709 -6.43002901595839 2.2024351381898 -2.91950891286781 0.00350583368838995 0.0128210011134793 "Gosr1" TRUE
"ENSMUSG00000027655" 34.9380155289398 -6.24403581797956 2.13864407255707 -2.91962365224891 0.00350454330636544 0.0128210011134793 "Dhx35" TRUE
"ENSMUSG00000029557" 37.5872715445945 -6.61635519996464 2.26686335500235 -2.91872696488923 0.00351463915102791 0.0128436998180817 "Mrm2" TRUE
"ENSMUSG00000018362" 163.101132771208 -5.32707162382839 1.82512627849846 -2.91874139701227 0.00351447644976026 0.0128436998180817 "Kpna2" TRUE
"ENSMUSG00000050105" 49.4903642052376 -6.85500675045474 2.35005519725821 -2.91695563510696 0.00353466044761911 0.0129120911029988 "Fam110d" TRUE
"ENSMUSG00000025316" 57.9558363720781 -6.30392869609092 2.16145262212478 -2.91652411510827 0.00353955360028373 0.0129214818334433 "Banp" TRUE
"ENSMUSG00000052151" 34.1308674240233 -6.27644412303054 2.15204786162399 -2.91649838972177 0.00353984550379002 0.0129214818334433 "Plpp2" TRUE
"ENSMUSG00000027498" 42.7817475184357 -6.35649058979255 2.18001287746327 -2.9158041475375 0.00354773127920115 0.0129454867829101 "Cstf1" TRUE
"ENSMUSG00000030022" 38.4658014310538 -7.34375402834511 2.51916352860407 -2.91515574315037 0.00355511082195201 0.0129667861911369 "Adamts9" TRUE
"ENSMUSG00000048852" 32.0391470522215 -7.12989175821042 2.44588680491537 -2.91505385444733 0.00355627169427776 0.0129667861911369 "Gm12185" TRUE
"ENSMUSG00000075376" 486.145514629777 -6.32200953080284 2.16882579042457 -2.91494575484795 0.00355750370767458 0.0129667861911369 "Rc3h2" TRUE
"ENSMUSG00000018347" 52.4697656747896 -6.72588844759565 2.30786645440707 -2.91433173472927 0.00356450907736049 0.0129817563337172 "Zkscan6" TRUE
"ENSMUSG00000036167" 78.0476389217205 -6.07510640196731 2.08462765326751 -2.91424053232959 0.00356555067739425 0.0129817563337172 "Pphln1" TRUE
"ENSMUSG00000042105" 91.6863625288374 -4.71921018233064 1.61933752658327 -2.91428445574776 0.00356504900434751 0.0129817563337172 "Inpp5f" TRUE
"ENSMUSG00000070031" 281.603474311888 -5.46914419913732 1.877021611501 -2.91373533774275 0.00357132539617809 0.0129979939400664 "Sp140" TRUE
"ENSMUSG00000038080" 62.8549829246555 -5.91810635391589 2.03132911477876 -2.91341580783696 0.00357498223199043 0.0129994191996303 "Kdm1b" TRUE
"ENSMUSG00000030798" 352.965377531755 -5.61310457095666 1.92660779333014 -2.91346510192114 0.00357441786746604 0.0129994191996303 "Cd37" TRUE
"ENSMUSG00000029191" 314.585025899663 -5.55200519554587 1.90572505647213 -2.91332958901413 0.00357596954014577 0.0129994191996303 "Rfc1" TRUE
"ENSMUSG00000047180" 495.73745096015 -4.89198290067805 1.67922320070007 -2.91324160995309 0.00357697726079862 0.0129994191996303 "Neurl3" TRUE
"ENSMUSG00000046556" 349.707394061907 6.32736669728332 2.1722373444593 2.91283395593141 0.00358164994165112 0.0130020601076832 "Zfp319" TRUE
"ENSMUSG00000026979" 351.094301575445 -5.71413980654424 1.961659129725 -2.91291168784523 0.00358075852156436 0.0130020601076832 "Psd4" TRUE
"ENSMUSG00000009293" 121.534235820477 -5.6090049312111 1.92551064720239 -2.9129960612581 0.00357979116599685 0.0130020601076832 "Ube2g2" TRUE
"ENSMUSG00000062619" 199.273779674539 -6.23869261092861 2.14200076547127 -2.91255386622423 0.00358486365057026 0.013004175114087 "Pex39" TRUE
"ENSMUSG00000039834" 110.817438646211 -6.08677221099674 2.08976286646565 -2.91266167500197 0.00358362635782907 0.013004175114087 "Zfp335" TRUE
"ENSMUSG00000003346" 83.1629663999762 -5.95401896966577 2.04461025506801 -2.91205571081698 0.00359058589565189 0.0130201546509607 "Abhd17a" TRUE
"ENSMUSG00000058013" 195.250816210014 -4.78439715827618 1.64410747172225 -2.91002701500065 0.00361397516708195 0.0131001630093895 "Septin11" TRUE
"ENSMUSG00000027896" 24.535038967129 -6.83157499836846 2.34797229443451 -2.909563717835 0.00361933601872764 0.0131147861235787 "Slc16a4" TRUE
"ENSMUSG00000034118" 77.3343257080028 -6.08077276986379 2.09007583927912 -2.90935508443612 0.00362175249476722 0.0131187333861392 "Tpst1" TRUE
"ENSMUSG00000036792" 33.0440379040137 -5.8973442153879 2.02757581535251 -2.90856902648674 0.00363087011869649 0.013146941803412 "Mbd5" TRUE
"ENSMUSG00000019820" 318.109582772227 -4.57358509315549 1.57280571508584 -2.9079148487872 0.00363847394987578 0.0131696503092355 "Utrn" TRUE
"ENSMUSG00000033706" 78.8792688832432 -6.34207850622838 2.18162554785864 -2.90704264645846 0.0036486345141055 0.013196762594926 "Smyd5" TRUE
"ENSMUSG00000021193" 72.5820130177442 -6.04162755586058 2.07826930482277 -2.90704748505912 0.00364857807659728 0.013196762594926 "Pitrm1" TRUE
"ENSMUSG00000024068" 71.6231660671637 -5.84969567778228 2.01255671081646 -2.90659917623347 0.00365381052916222 0.0132106499929658 "Spast" TRUE
"ENSMUSG00000049323" 43.0693272936825 -6.20163997587998 2.13406723011988 -2.90601902711922 0.00366059188880122 0.0132258576212893 "Smcr8" TRUE
"ENSMUSG00000055067" 34.2202333361682 -6.140162134997 2.11298768328492 -2.90591477819279 0.00366181166621416 0.0132258576212893 "Smyd3" TRUE
"ENSMUSG00000024795" 91.9670254847537 -5.96961312332516 2.05431060711705 -2.90589607172535 0.00366203058264733 0.0132258576212893 "Kif20b" TRUE
"ENSMUSG00000020601" 30.4532834725748 -6.72462926314641 2.31439370245119 -2.90556842425915 0.00366586687729155 0.0132260433670507 "Trib2" TRUE
"ENSMUSG00000040370" 170.339153461181 -6.57430087527583 2.26267090221162 -2.9055488665408 0.00366609598641568 0.0132260433670507 "Etfrf1" TRUE
"ENSMUSG00000048796" 28.3857108766469 -6.19813665118895 2.1331233268247 -2.905662590271 0.00366476395066078 0.0132260433670507 "Cyb561d1" TRUE
"ENSMUSG00000024290" 433.82986945284 -4.86715495382816 1.67531792706119 -2.90521272124512 0.00367003579995734 0.0132354264438447 "Rock1" TRUE
"ENSMUSG00000037295" 253.027961570063 5.86417461096683 2.01896751107129 2.90454134542027 0.00367791623077359 0.0132590087312899 "Ldlrap1" TRUE
"ENSMUSG00000029407" 72.6099266917462 -5.94568017824353 2.04725759702274 -2.90421693239294 0.00368172961509569 0.0132679173332923 "Uso1" TRUE
"ENSMUSG00000058444" 42.0925661286298 -6.18646789112952 2.13033797129276 -2.90398423841424 0.00368446708130989 0.0132729435491065 "Map2k5" TRUE
"ENSMUSG00000070462" 240.337368082069 4.84561681595089 1.66875181965696 2.90373724772746 0.00368737476182425 0.0132785790603398 "Tlnrd1" TRUE
"ENSMUSG00000040177" 37.467114165849 -6.33561949510052 2.18208039278291 -2.90347666202179 0.00369044475029378 0.0132837676095732 "2310057M21Rik" TRUE
"ENSMUSG00000029233" 51.9191008537611 -5.97083093410327 2.05650546101143 -2.90338686052732 0.00369150324972156 0.0132837676095732 "Srd5a3" TRUE
"ENSMUSG00000019876" 61.4422456356625 -6.00084547213672 2.06697073518369 -2.90320775712552 0.00369361518417135 0.0132865306024505 "Pkib" TRUE
"ENSMUSG00000005763" 23.6439478243204 -6.64486397483746 2.28910433973864 -2.9028226715066 0.00369815972058099 0.0132980388642936 "Cd247" TRUE
"ENSMUSG00000020910" 45.2537814072154 -6.57955866165291 2.26726395607732 -2.90198176706185 0.00370810121722716 0.013320466612536 "Adprm" TRUE
"ENSMUSG00000033430" 40.3839532178097 -6.23573035351372 2.14876582226493 -2.90200555542199 0.00370781964845817 0.013320466612536 "Terf2ip" TRUE
"ENSMUSG00000049401" 303.105434669979 -5.16541330250846 1.77997815961756 -2.9019531922899 0.0037084394656246 0.013320466612536 "Ogfr" TRUE
"ENSMUSG00000040302" 35.8554171401389 -6.63712306757219 2.28816958261254 -2.90062551220272 0.00372418658799955 0.0133721701497914 "Rbm48" TRUE
"ENSMUSG00000050234" 1266.52909692714 7.27201324215792 2.50838509151714 2.899081670813 0.00374257393850214 0.013423564362153 "Gja4" TRUE
"ENSMUSG00000066687" 29.3675701139471 -5.99331939112445 2.06722594233873 -2.89920867785937 0.00374105815896959 0.013423564362153 "Zbtb16" TRUE
"ENSMUSG00000047067" 34.7498468534794 -5.93154968379573 2.04600760094126 -2.89908487195597 0.00374253572725334 0.013423564362153 "Dusp28" TRUE
"ENSMUSG00000056025" 22.4283942582084 -6.20306339765222 2.14015669813983 -2.89841552398652 0.00375053328720441 0.0134472330591279 "Clca3a1" TRUE
"ENSMUSG00000054237" 45.5870685170098 -6.28692296949762 2.16931314398627 -2.89811684722702 0.00375410697175395 0.0134551658505395 "Fra10ac1" TRUE
"ENSMUSG00000044501" 45.5881327691257 -6.65978664137867 2.29819029917729 -2.8978395060508 0.0037574281457919 0.0134609199372947 "Zfp758" TRUE
"ENSMUSG00000023067" 878.525565232561 -4.51731668473825 1.55890200174392 -2.89775539429983 0.00375843591572416 0.0134609199372947 "Cdkn1a" TRUE
"ENSMUSG00000003135" 41.3065220284041 -7.5339872955109 2.60006340633545 -2.89761675701954 0.00376009750972798 0.0134619934384864 "Cnot11" TRUE
"ENSMUSG00000017132" 69.0773093605279 -5.43121424999183 1.87452170792571 -2.89738669177742 0.00376285635847565 0.0134669931584112 "Cyth1" TRUE
"ENSMUSG00000041671" 35.1885303232214 -6.47768811906853 2.23595111120178 -2.89706160685548 0.00376675778101648 0.0134760769690003 "Pyroxd1" TRUE
"ENSMUSG00000051154" 228.695879279382 -4.97060457589747 1.71591762706893 -2.89676176611583 0.00377035950091617 0.0134840823685081 "Commd3" TRUE
"ENSMUSG00000022313" 22.8986368151684 -6.23822024063171 2.15415445733896 -2.89590201825074 0.00378070424762203 0.0135131378036237 "Utp23" TRUE
"ENSMUSG00000002250" 29.5100494892824 -5.69930973939825 1.96808925651544 -2.89585938266288 0.00378121792259213 0.0135131378036237 "Ppard" TRUE
"ENSMUSG00000068735" 216.434062894465 5.16396174801953 1.78389973772932 2.8947600802905 0.00379448427385483 0.0135556476498211 "Trp53i11" TRUE
"ENSMUSG00000070426" 26.0941976768747 -6.51196663698657 2.25019341400009 -2.89395862438798 0.00380418286630181 0.0135853857057057 "Rnf121" TRUE
"ENSMUSG00000063049" 33.9645254011047 -6.1071878327717 2.11059152336705 -2.89359061910229 0.00380864372022181 0.0135964041799901 "Ing2" TRUE
"ENSMUSG00000028207" 282.151027652811 -5.54413861238028 1.91613028342127 -2.89340378383936 0.00381091030209132 0.0135995842368855 "Asph" TRUE
"ENSMUSG00000058385" 164.642406833367 5.95519919227948 2.05837385722523 2.89315722281245 0.00381390331986444 0.0136053534164056 "H2bc8" TRUE
"ENSMUSG00000056673" 77.2204985773595 -5.85313490499402 2.0235943048895 -2.89244483978405 0.00382256298131045 0.0136265215801524 "Kdm5d" TRUE
"ENSMUSG00000072694" 153.529418323261 -4.99206087984472 1.72589819128758 -2.89244226863722 0.00382259426826127 0.0136265215801524 "Gm57857" TRUE
"ENSMUSG00000047284" 42.2150824930258 -6.31774992443256 2.18592328464414 -2.89019745972516 0.00384999913439015 0.0137192651202043 "Neurl4" TRUE
"ENSMUSG00000046731" 30.9041078856121 -6.36721529664201 2.20364578647102 -2.88940052695068 0.00385977102596616 0.0137491303033065 "Kctd11" TRUE
"ENSMUSG00000042229" 57.8271185944978 -5.90714224657856 2.0451226515516 -2.88840487982318 0.00387201118709477 0.0137877631788299 "Rabif" TRUE
"ENSMUSG00000038070" 43.3488015735047 -5.6959929756856 1.97230062266443 -2.88799430990938 0.0038770688599991 0.0138008014696043 "Cntln" TRUE
"ENSMUSG00000019471" 1149.63790547784 4.36786142230696 1.51251792620917 2.88780803626847 0.0038793654808457 0.0138040056796831 "Cdc37" TRUE
"ENSMUSG00000001228" 67.0531558477472 -6.5182415249086 2.2585370026742 -2.8860459302596 0.00390115220632858 0.0138665981108023 "Uhrf1" TRUE
"ENSMUSG00000062115" 146.177677466834 -5.35956748205299 1.8570630638091 -2.88604495264676 0.00390116432434408 0.0138665981108023 "Rai1" TRUE
"ENSMUSG00000029364" 127.10865178061 -5.2741496797657 1.82738774163783 -2.88616890635297 0.00389962812684477 0.0138665981108023 "Wsb2" TRUE
"ENSMUSG00000007833" 68.9000348397821 -6.01488802739518 2.08431093390576 -2.88579210018534 0.00390429970929682 0.0138727543588782 "Aldh16a1" TRUE
"ENSMUSG00000041775" 48.5717538046791 -5.89524689071178 2.04367788581882 -2.8846262572097 0.00391878585535329 0.0139144814428663 "Mapk1ip1" TRUE
"ENSMUSG00000039031" 214.202228455594 4.65878001755431 1.6150409201332 2.88462042012539 0.00391885850651895 0.0139144814428663 "Arhgap18" TRUE
"ENSMUSG00000022974" 47.7514675404254 -5.83933452782339 2.02440477426192 -2.88446984618102 0.00392073304527028 0.0139161386543974 "Paxbp1" TRUE
"ENSMUSG00000043740" 37.1906944572698 -6.70789472709312 2.32583210770708 -2.88408381020507 0.0039255426401167 0.0139282085418355 "Trem6l" TRUE
"ENSMUSG00000039699" 51.3373307508864 -6.93784457752787 2.40628451555073 -2.88321872691767 0.0039363401154831 0.0139592853734832 "Batf2" TRUE
"ENSMUSG00000059839" 13.0723361163692 -6.11488743896896 2.12090074708209 -2.88315587015647 0.00393712570776644 0.0139592853734832 "Zfp874b" TRUE
"ENSMUSG00000015217" 18.4984340691946 -6.75455599804907 2.34307487730372 -2.8827742824087 0.00394189789962129 0.0139703502728203 "Hmgb3" TRUE
"ENSMUSG00000051319" 29.6942887526734 -6.45049823743315 2.23767375772427 -2.88268037964271 0.00394307306638024 0.0139703502728203 "Mtln" TRUE
"ENSMUSG00000015355" 85.9030794633943 -6.794488508313 2.357463754181 -2.88211791008997 0.0039501188779217 0.0139889495582236 "Cd48" TRUE
"ENSMUSG00000032840" 45.2693057685916 -6.29159957790363 2.18304032728106 -2.88203543437959 0.00395115297587863 0.0139889495582236 "Spring1" TRUE
"ENSMUSG00000032528" 19.2896027221227 7.40844239121911 2.57097342119985 2.88157097624201 0.00395698104230766 0.013994546548555 "Vipr1" TRUE
"ENSMUSG00000079056" 42.9243665392584 -7.11471413586716 2.46887357813205 -2.88176527096627 0.00395454206387861 0.013994546548555 "Kcnip3" TRUE
"ENSMUSG00000032306" 80.5498775763223 -5.50643409435552 1.9108831480414 -2.881617381994 0.00395639838754491 0.013994546548555 "Mpi" TRUE
"ENSMUSG00000001847" 11851.2235276102 3.45389380017246 1.19868483918604 2.88140275680621 0.00395909380128921 0.0139970108103519 "Rac1" TRUE
"ENSMUSG00000038848" 261.482171813793 -5.2913626141988 1.83675608489844 -2.88081942817758 0.00396642807874406 0.0140179269068234 "Ythdf1" TRUE
"ENSMUSG00000029203" 109.73611292276 -4.71548944492198 1.63693832376548 -2.88067630677425 0.00396822944923672 0.014019280952718 "Ube2k" TRUE
